category	subcategory	title
Category:Fields of mathematics	Category:Graph theory	Shortest path problem
Category:Fields of mathematics	Category:Graph theory	Snake-in-the-box
Category:Fields of mathematics	Category:Graph theory	Spanning tree
Category:Fields of mathematics	Category:Graph theory	Steiner tree problem
Category:Fields of mathematics	Category:Graph theory	Subgraph isomorphism problem
Category:Fields of mathematics	Category:Graph theory	Token reconfiguration
Category:Fields of mathematics	Category:Graph theory	Travelling salesman problem
Category:Fields of mathematics	Category:Graph theory	Vertex cover
Category:Fields of mathematics	Category:Graph theory	Vertex cycle cover
Category:Fields of mathematics	Category:Graph theory	Widest path problem
Category:Fields of mathematics	Category:Graph theory	Wiener connector
Category:Fields of mathematics	Category:Graph theory	Algebraic connectivity
Category:Fields of mathematics	Category:Graph theory	Balinski's theorem
Category:Fields of mathematics	Category:Graph theory	Connected dominating set
Category:Fields of mathematics	Category:Graph theory	Cycle rank
Category:Fields of mathematics	Category:Graph theory	Gammoid
Category:Fields of mathematics	Category:Graph theory	Giant component
Category:Fields of mathematics	Category:Graph theory	Graph toughness
Category:Fields of mathematics	Category:Graph theory	Graphic matroid
Category:Fields of mathematics	Category:Graph theory	Menger's theorem
Category:Fields of mathematics	Category:Graph theory	Path (graph theory)
Category:Fields of mathematics	Category:Graph theory	Rank (graph theory)
Category:Fields of mathematics	Category:Graph theory	Robbins' theorem
Category:Fields of mathematics	Category:Graph theory	Strength of a graph
Category:Fields of mathematics	Category:Graph theory	Strong orientation
Category:Fields of mathematics	Category:Graph theory	Graph enumeration
Category:Fields of mathematics	Category:Graph theory	Pólya enumeration theorem
Category:Fields of mathematics	Category:Graph theory	Wedderburn–Etherington number
Category:Fields of mathematics	Category:Graph theory	Bidirected graph
Category:Fields of mathematics	Category:Graph theory	Dipole graph
Category:Fields of mathematics	Category:Graph theory	Gain graph
Category:Fields of mathematics	Category:Graph theory	Graph coloring
Category:Fields of mathematics	Category:Graph theory	Quantum graph
Category:Fields of mathematics	Category:Graph theory	Radio coloring
Category:Fields of mathematics	Category:Graph theory	Rotation map
Category:Fields of mathematics	Category:Graph theory	Signed graph
Category:Fields of mathematics	Category:Graph theory	Two-graph
Category:Fields of mathematics	Category:Graph theory	Erdős–Stone theorem
Category:Fields of mathematics	Category:Graph theory	Even circuit theorem
Category:Fields of mathematics	Category:Graph theory	Ore's theorem
Category:Fields of mathematics	Category:Graph theory	Ruzsa–Szemerédi problem
Category:Fields of mathematics	Category:Graph theory	Turán number
Category:Fields of mathematics	Category:Graph theory	Turán's theorem
Category:Fields of mathematics	Category:Graph theory	Geometric graph theory
Category:Fields of mathematics	Category:Graph theory	Spatial network
Category:Fields of mathematics	Category:Graph theory	Boxicity
Category:Fields of mathematics	Category:Graph theory	Contact graph
Category:Fields of mathematics	Category:Graph theory	Crossing Numbers of Graphs
Category:Fields of mathematics	Category:Graph theory	Dimension (graph theory)
Category:Fields of mathematics	Category:Graph theory	Doubly connected edge list
Category:Fields of mathematics	Category:Graph theory	Flip graph
Category:Fields of mathematics	Category:Graph theory	Greedy embedding
Category:Fields of mathematics	Category:Graph theory	Hadwiger–Nelson problem
Category:Fields of mathematics	Category:Graph theory	Parallel redrawing
Category:Fields of mathematics	Category:Graph theory	Slope number
Category:Fields of mathematics	Category:Graph theory	Steinitz's theorem
Category:Fields of mathematics	Category:Graph theory	Theta graph
Category:Fields of mathematics	Category:Graph theory	Vietoris–Rips complex
Category:Fields of mathematics	Category:Graph theory	Visibility graph analysis
Category:Fields of mathematics	Category:Graph theory	Yao graph
Category:Fields of mathematics	Category:Graph theory	Newick format
Category:Fields of mathematics	Category:Graph theory	Graph minor
Category:Fields of mathematics	Category:Graph theory	Bramble (graph theory)
Category:Fields of mathematics	Category:Graph theory	Branch-decomposition
Category:Fields of mathematics	Category:Graph theory	Clique-sum
Category:Fields of mathematics	Category:Graph theory	Colin de Verdière graph invariant
Category:Fields of mathematics	Category:Graph theory	Forbidden graph characterization
Category:Fields of mathematics	Category:Graph theory	GNRS conjecture
Category:Fields of mathematics	Category:Graph theory	Graph structure theorem
Category:Fields of mathematics	Category:Graph theory	Hadwiger conjecture (graph theory)
Category:Fields of mathematics	Category:Graph theory	Hadwiger number
Category:Fields of mathematics	Category:Graph theory	Haven (graph theory)
Category:Fields of mathematics	Category:Graph theory	Linkless embedding
Category:Fields of mathematics	Category:Graph theory	Matroid minor
Category:Fields of mathematics	Category:Graph theory	Pathwidth
Category:Fields of mathematics	Category:Graph theory	Planar cover
Category:Fields of mathematics	Category:Graph theory	Robertson–Seymour theorem
Category:Fields of mathematics	Category:Graph theory	Snark (graph theory)
Category:Fields of mathematics	Category:Graph theory	Tree decomposition
Category:Fields of mathematics	Category:Graph theory	Tree-depth
Category:Fields of mathematics	Category:Graph theory	Treewidth
Category:Fields of mathematics	Category:Graph theory	Trémaux tree
Category:Fields of mathematics	Category:Graph theory	Wagner's theorem
Category:Fields of mathematics	Category:Graph theory	Graph (abstract data type)
Category:Fields of mathematics	Category:Graph theory	Smith graph
Category:Fields of mathematics	Category:Graph theory	(a, b)-decomposition
Category:Fields of mathematics	Category:Graph theory	Graph property
Category:Fields of mathematics	Category:Graph theory	Algebraic connectivity
Category:Fields of mathematics	Category:Graph theory	Average path length
Category:Fields of mathematics	Category:Graph theory	Betti number
Category:Fields of mathematics	Category:Graph theory	Betweenness centrality
Category:Fields of mathematics	Category:Graph theory	Bondage number
Category:Fields of mathematics	Category:Graph theory	Boxicity
Category:Fields of mathematics	Category:Graph theory	Branch-decomposition
Category:Fields of mathematics	Category:Graph theory	Chromatic polynomial
Category:Fields of mathematics	Category:Graph theory	Circuit rank
Category:Fields of mathematics	Category:Graph theory	Clustering coefficient
Category:Fields of mathematics	Category:Graph theory	Colin de Verdière graph invariant
Category:Fields of mathematics	Category:Graph theory	Conductance (graph)
Category:Fields of mathematics	Category:Graph theory	Cop number
Category:Fields of mathematics	Category:Graph theory	Crossing number (graph theory)
Category:Fields of mathematics	Category:Graph theory	Cycle rank
Category:Fields of mathematics	Category:Graph theory	Degree distribution
Category:Fields of mathematics	Category:Graph theory	Dimension (graph theory)
Category:Fields of mathematics	Category:Graph theory	Domatic number
Category:Fields of mathematics	Category:Graph theory	Estrada index
Category:Fields of mathematics	Category:Graph theory	Friendly-index set
Category:Fields of mathematics	Category:Graph theory	Genus (mathematics)
Category:Fields of mathematics	Category:Graph theory	Graph polynomial
Category:Fields of mathematics	Category:Graph theory	Graph toughness
Category:Fields of mathematics	Category:Graph theory	Grundy number
Category:Fields of mathematics	Category:Graph theory	Hadwiger number
Category:Fields of mathematics	Category:Graph theory	Hosoya index
Category:Fields of mathematics	Category:Graph theory	Matching polynomial
Category:Fields of mathematics	Category:Graph theory	Matching preclusion
Category:Fields of mathematics	Category:Graph theory	Minimum rank of a graph
Category:Fields of mathematics	Category:Graph theory	Padmakar–Ivan index
Category:Fields of mathematics	Category:Graph theory	Parry–Sullivan invariant
Category:Fields of mathematics	Category:Graph theory	Pathwidth
Category:Fields of mathematics	Category:Graph theory	Periodic graph (graph theory)
Category:Fields of mathematics	Category:Graph theory	Perron number
Category:Fields of mathematics	Category:Graph theory	Queue number
Category:Fields of mathematics	Category:Graph theory	Randić's molecular connectivity index
Category:Fields of mathematics	Category:Graph theory	Rank (graph theory)
Category:Fields of mathematics	Category:Graph theory	Slope number
Category:Fields of mathematics	Category:Graph theory	Strength of a graph
Category:Fields of mathematics	Category:Graph theory	Szeged index
Category:Fields of mathematics	Category:Graph theory	Thue number
Category:Fields of mathematics	Category:Graph theory	Topological index
Category:Fields of mathematics	Category:Graph theory	Tree-depth
Category:Fields of mathematics	Category:Graph theory	Treewidth
Category:Fields of mathematics	Category:Graph theory	Tutte polynomial
Category:Fields of mathematics	Category:Graph theory	Wiener index
Category:Fields of mathematics	Category:Graph theory	Matching (graph theory)
Category:Fields of mathematics	Category:Graph theory	3-dimensional matching
Category:Fields of mathematics	Category:Graph theory	Domino tiling
Category:Fields of mathematics	Category:Graph theory	Hafnian
Category:Fields of mathematics	Category:Graph theory	Hall-type theorems for hypergraphs
Category:Fields of mathematics	Category:Graph theory	Hall's marriage theorem
Category:Fields of mathematics	Category:Graph theory	Hosoya index
Category:Fields of mathematics	Category:Graph theory	Induced matching
Category:Fields of mathematics	Category:Graph theory	Kőnig's theorem (graph theory)
Category:Fields of mathematics	Category:Graph theory	Matching in hypergraphs
Category:Fields of mathematics	Category:Graph theory	Matching polynomial
Category:Fields of mathematics	Category:Graph theory	Matching preclusion
Category:Fields of mathematics	Category:Graph theory	Maximally-matchable edge
Category:Fields of mathematics	Category:Graph theory	Maximum cardinality matching
Category:Fields of mathematics	Category:Graph theory	Partition matroid
Category:Fields of mathematics	Category:Graph theory	Petersen's theorem
Category:Fields of mathematics	Category:Graph theory	Pfaffian orientation
Category:Fields of mathematics	Category:Graph theory	Quantum dimer models
Category:Fields of mathematics	Category:Graph theory	Ruzsa–Szemerédi problem
Category:Fields of mathematics	Category:Graph theory	Telephone number (mathematics)
Category:Fields of mathematics	Category:Graph theory	Top trading cycle
Category:Fields of mathematics	Category:Graph theory	Transportation theory (mathematics)
Category:Fields of mathematics	Category:Graph theory	Tutte matrix
Category:Fields of mathematics	Category:Graph theory	Tutte theorem
Category:Fields of mathematics	Category:Graph theory	Tutte–Berge formula
