source	target
Symmetry in quantum mechanics	Pauli–Lubanski pseudovector
Symmetry in quantum mechanics	Renormalization group
Edmond Bonan	G2 manifold
Edmond Bonan	Calibrated geometry
Fractional-order system	Newton's laws of motion
Depletion force	Derjaguin approximation
DNA-directed RNA interference	RNA interference
Tensor operator	Clebsch–Gordan coefficients
Tensor operator	Clebsch–Gordan coefficients for SU(3)
Angular momentum diagrams (quantum mechanics)	Penrose graphical notation
Angular momentum diagrams (quantum mechanics)	Bra–ket notation
Angular momentum diagrams (quantum mechanics)	Clebsch–Gordan coefficients
Physics applications of asymptotically safe gravity	Asymptotic safety in quantum gravity
Physics applications of asymptotically safe gravity	Asymptotic safety in quantum gravity
Physics applications of asymptotically safe gravity	Physical cosmology
Physics applications of asymptotically safe gravity	Asymptotic safety in quantum gravity
Physics applications of asymptotically safe gravity	Physical cosmology
Physics applications of asymptotically safe gravity	Asymptotic safety in quantum gravity
Atmospheric optics ray-tracing codes	Optical properties of water and ice
Hopfield dielectric	Unruh effect
Leslie D. Gottlieb	Heterozygote advantage
Leslie D. Gottlieb	Spore
Leslie D. Gottlieb	Charles Darwin
Biotechnology and genetic engineering in Bangladesh	Tissue culture
Biotechnology and genetic engineering in Bangladesh	International Centre for Genetic Engineering and Biotechnology
Bifurcation memory	Bifurcation diagram
Bifurcation memory	Bifurcation diagram
Bifurcation memory	Phase portrait
3D cell culture	3D cell culture in wood-based nanocellulose hydrogel
Eigenstate thermalization hypothesis	Degenerate energy levels
Eigenstate thermalization hypothesis	Quantum superposition
Eigenstate thermalization hypothesis	Quantum superposition
Eigenstate thermalization hypothesis	Quantum superposition
Eigenstate thermalization hypothesis	Quantum thermodynamics
Eigenstate thermalization hypothesis	Configuration entropy
Ribosomal pause	Ribosomal frameshift
Self-lubricating chain	Thermal expansion
MIR3648	Messenger RNA
Sandi Klavžar	Tomaž Pisanski
Local sleep	Electroencephalography
Local sleep	Neuroscience of sleep
Bibliotheca Anatomica	William Harvey
Bibliotheca Anatomica	Marcello Malpighi
Fifth power (algebra)	Fourth power
Exponential integrator	Maple (software)
Discrete time and continuous time	Discrete calculus
Chiral Potts model	Yang–Baxter equation
Chiral Potts model	Yang–Baxter equation
Chiral Potts model	Vertex model
Reticular theory	Camillo Golgi
Jeewanu	Lipid bilayer characterization
Ribbon (mathematics)	Twist (mathematics)
Dynamical pictures	Heisenberg picture
Dynamical pictures	Perturbation theory (quantum mechanics)
Dynamical pictures	Norm (mathematics)
Dynamical pictures	Stone–von Neumann theorem
Dynamical pictures	Poisson bracket
Dynamical pictures	Hamiltonian mechanics
Dynamical pictures	Poisson bracket
Dynamical pictures	Heisenberg picture
Dynamical pictures	Poisson bracket
Dynamical pictures	Heisenberg picture
Dynamical pictures	Interaction picture
Marcus Feldman	Genetics (journal)
Center of mass (relativistic)	Canonical coordinates
Center of mass (relativistic)	Pauli–Lubanski pseudovector
Center of mass (relativistic)	Center-of-momentum frame
MG-RAST	Gene prediction
MG-RAST	Metagenomics
Stefan Schuster	Metabolic control analysis
Stefan Schuster	Athel Cornish-Bowden
Amplituhedron	BCFW recursion
Amplituhedron	Perturbation theory (quantum mechanics)
Modular crate electronics	Nuclear Instrumentation Module
SGK1	Neuroplasticity
Neuromodulation (medicine)	Transcranial magnetic stimulation
Neuromodulation (medicine)	Permeability (electromagnetism)
Neuromodulation (medicine)	Transcranial magnetic stimulation
Curtright field	Lanczos tensor
Translation operator (quantum mechanics)	Bravais lattice
Lagrangian (field theory)	Covariant classical field theory
Lagrangian (field theory)	Einstein–Maxwell–Dirac equations
Lagrangian (field theory)	Hamiltonian mechanics
Lagrangian (field theory)	Hamiltonian field theory
Lagrangian (field theory)	Principle of least action
Lagrangian (field theory)	Scalar field theory
Endocannabinoid transporter	Inflammation
Endocannabinoid transporter	Endocannabinoid reuptake inhibitor
EHA101	Site-directed mutagenesis
Derived algebraic geometry	Geometric Langlands correspondence
Derived algebraic geometry	Derived scheme
Michael W. Young	Society for Research on Biological Rhythms
Epigenetic clock	DNA damage (naturally occurring)
Cauchy–Euler operator	Augustin-Louis Cauchy
NBEAL1	Messenger RNA
Viral metagenomics	Metagenomics
Universality and quantum systems	Universality (dynamical systems)
Rüchardt experiment	Newton's laws of motion
Rüchardt experiment	Derivative
Michel Las Vergnas	Claude Berge
Cours d'Analyse	Augustin-Louis Cauchy
Khazar hypothesis of Ashkenazi ancestry	Marcus Feldman
Khazar hypothesis of Ashkenazi ancestry	Marcus Feldman
Epstein–Barr virus stable intronic-sequence RNAs	RNA-Seq
Discovery and development of phosphodiesterase 5 inhibitors	Receptor (biochemistry)
Impedance (accelerator physics)	Microwave cavity
Epigenetic regulation of neurogenesis	Glial fibrillary acidic protein
Assouad dimension	Hausdorff dimension
Sharp waves and ripples	Neural oscillation
Bif2 barren inflorescence2	Single-nucleotide polymorphism
Citizens for Conservation	Chicago Wilderness
Openlands	Chicago Wilderness
Morse/Long-range potential	Lennard-Jones potential
Epimorphosis	Wilhelm Roux
Quantum stochastic calculus	Measurement in quantum mechanics
Quantum stochastic calculus	Heisenberg picture
Scaling dimension	Scale invariance
Scaling dimension	Scale invariance
Scaling dimension	Conformal field theory
Scaling dimension	Scale invariance
Scaling dimension	N = 4 supersymmetric Yang–Mills theory
Stuart Samuel (physicist)	Scalar field theory
Stuart Samuel (physicist)	Spontaneous symmetry breaking
Polar point group	Crystal system
Polar point group	Coxeter notation
Differentiable stack	Lie group
Equivariant differential form	Lie group
Equivariant differential form	Localization formula for equivariant cohomology
Fuss–Catalan number	Integer
Bose–Einstein condensation of quasiparticles	Roton
Betty Hay	Epithelial–mesenchymal transition
Anatomical terms of muscle	Anatomical terms of neuroanatomy
Geometric mechanics	Lie group
Fluorescent in situ sequencing	RNA-Seq
Lake County Forest Preserves	Chicago Wilderness
Patchy particles	Self-assembly
Werner Nahm	Nahm equations
Bundle theorem	Möbius plane
Epitranscriptome	P-bodies
Epitranscriptome	Single-nucleotide polymorphism
Epitranscriptome	RNA editing
Epitranscriptome	Messenger RNA
Epitranscriptome	RNA editing
Epitranscriptome	RNA editing
Long interspersed nuclear element	Messenger RNA
Phi Josephson junction	Magnetic flux quantum
Phi Josephson junction	Spin–orbit interaction
GLIC	Receptor (biochemistry)
Tree fork	Branch collar
Toponome	Protein
Toponome	Biomolecule
Fungal adhesin	Bacterial adhesin
Chemical shift index	Protein
Nobutaka Hirokawa	Anatomy
Jeanne Altmann	International Primatological Society
Jeanne Altmann	International Primatological Society
Neuronal self-avoidance	Neuronal tiling
Neuronal self-avoidance	Mutation
Neuronal self-avoidance	Mutation
Neuronal self-avoidance	Neuronal tiling
MIR95	Messenger RNA
Matrix product state	Quantum superposition
Matrix product state	Pauli matrices
Dimitrie Voinov	Histology
Fat object	Ball (mathematics)
Superconducting computing	Josephson junction count
Protein chemical shift prediction	X-ray crystallography
Dirac hole theory	Wolfgang Pauli
Dirac hole theory	Dirac sea
Beevers–Lipson strip	X-ray crystallography
MOOSE (software)	RELAP5-3D
Protein chemical shift re-referencing	Protein
Dual consciousness	Philosophy of mind
Membrane vesicle trafficking	Vesicle (biology and chemistry)
Membrane vesicle trafficking	Lipid bilayer fusion
Proton magnetic moment	Bohr magneton
LacUV5	RNA polymerase
Quasi-fibration	René Thom
PBAD promoter	RNA polymerase
Ying-Cheng Lai	Celso Grebogi
G-less cassette	Gel electrophoresis
Abortive initiation	RNA polymerase
Abortive initiation	Messenger RNA
Abortive initiation	Bacterial transcription
Coiled-coil domain-containing 37 (FLJ40083)	PEST sequence
Liu Gang	Algorithm
Bacterial outer membrane vesicles	Vesicle (biology and chemistry)
Historia Plantarum (Theophrastus)	Theophrastus
Historia Plantarum (Theophrastus)	Aristotle
Historia Plantarum (Theophrastus)	Theophrastus
Historia Plantarum (Theophrastus)	Aristotle
Historia Plantarum (Theophrastus)	Aristotle
Prediction of crystal properties by numerical simulation	Bravais lattice
IDDM11	Linkage disequilibrium
The Kerala State Biodiversity Board	Biological Diversity Act, 2002
Mary Jane Guthrie	Tissue culture
DORN1	G protein-coupled receptor
DORN1	Plant perception (physiology)
BPIFB1	Clinical chemistry
TAE Technologies	Resonance (particle physics)
Causal fermion system	Dirac sea
Causal fermion system	Projection (linear algebra)
Causal fermion system	Regularization (physics)
Frequent subtree mining	Graph isomorphism
Polygon covering	Vertex cover
Particle Physics Project Prioritization Panel	High Energy Physics Advisory Panel
Particle Physics Project Prioritization Panel	Large Hadron Collider
High Energy Physics Advisory Panel	Particle Physics Project Prioritization Panel
Free-orbit experiment with laser interferometry X-rays	Quantum superposition
Free-orbit experiment with laser interferometry X-rays	Roger Penrose
Direct energy conversion	Bremsstrahlung
Weil–Brezin Map	Poisson summation formula
Weil–Brezin Map	Lie group
Weil–Brezin Map	Stone–von Neumann theorem
Geometric transformation	Erlangen program
Random algebra	Cantor algebra
Unilamellar liposome	Lipid bilayer fusion
The Zoist	Franz Joseph Gall
Digraph realization problem	Graph theory
Hedonic hunger	Reward system
Mean of a function	Mean
AGT correspondence	Liouville field theory
6D (2,0) superconformal field theory	N = 4 supersymmetric Yang–Mills theory
Bioinformatics Open Source Conference	Intelligent Systems for Molecular Biology
Magnetomechanical effects	Inverse magnetostrictive effect
Magnetomechanical effects	Matteucci effect
Pressuron	Metric tensor
Double lattice	Bravais lattice
Convenient vector space	Lie group
Norton's dome	Newton's laws of motion
Norton's dome	Spontaneous symmetry breaking
Quantifier (logic)	Algorithm
Quantifier (logic)	Begriffsschrift
Quantifier (logic)	Begriffsschrift
Packing density	Sphere packing
Bimetric gravity	Newton's laws of motion
Bimetric gravity	Physical cosmology
Bimetric gravity	Claudia de Rham
Bimetric gravity	Scalar–tensor theory
Ground vibration boom	Rayleigh wave
Mean field particle methods	Quantum Monte Carlo
Mean field particle methods	Boltzmann equation
Light-front quantization applications	Conformal field theory
Light-front quantization applications	Path integral formulation
Collective effects (accelerator physics)	Charged particle beam
Zone axis	Ewald's sphere
Zone axis	Reciprocal lattice
Rare functional variant	Mutation
Gene set enrichment analysis	RNA-Seq
Gene set enrichment analysis	Single-nucleotide polymorphism
Mosaicity	Boltzmann equation
Circular Electron Positron Collider	Large Hadron Collider
Circular Electron Positron Collider	Synchrotron radiation
John Stewart Bell Prize	Bell's theorem
Binding neuron	Biological neuron model
Paradox of radiation of charged particles in a gravitational field	Wolfgang Pauli
Paradox of radiation of charged particles in a gravitational field	Newton's laws of motion
Derivative of the exponential map	Lie group
Derivative of the exponential map	Henri Poincaré
Alan J. Cooper	Allan Wilson
Clebsch–Gordan coefficients for SU(3)	Clebsch–Gordan coefficients
Clebsch–Gordan coefficients for SU(3)	Flavour (particle physics)
Clebsch–Gordan coefficients for SU(3)	Tensor operator
Tara Shears	Large Hadron Collider
Alternative ribosome-rescue factor A	Alternative ribosome-rescue factor B
Error analysis (mathematics)	Propagation of uncertainty
Localization formula for equivariant cohomology	Raoul Bott
Mesoblast	Inflammation
MXenes	Surface-enhanced Raman spectroscopy
Symmetry (geometry)	Erlangen program
Symmetry (geometry)	Lie group
Symmetry (geometry)	Lie group
Neochromosome	Cyclin-dependent kinase 4
River barrier hypothesis	Alfred Russel Wallace
Basel Computational Biology Conference	European Conference on Computational Biology
Global cascades model	Self-organized criticality
Magnetic skyrmion	Micromagnetics
Inbreeding avoidance	Inbreeding
Inbreeding avoidance	DNA profiling
Jordan map	Pauli matrices
Gopakumar–Vafa invariant	Calabi–Yau manifold
Laves graph	Chirality (chemistry)
Dahlander pole changing motor	Variable-frequency drive
Citrus taxonomy	Plant taxonomy
